dataset,model,explainer,n_instances,n_successful,success_rate,mean_time_s,total_time_s,validity,validity_soft,proximity_dtw,sparsity,plausibility_lof,plausibility_if,plausibility_dtw_lof,diversity_dpp,diversity_dpp_dtw,contiguity,controllability,mean_n_segments,mean_avg_segment_len,composition,mean_conf_orig,mean_conf_cf,mean_conf_delta,robustness_lipschitz,robustness_lipschitz_dtw,efficiency_time_s,validity_q1,validity_soft_q1,proximity_dtw_q1,sparsity_q1,plausibility_lof_q1,plausibility_if_q1,plausibility_dtw_lof_q1,diversity_dpp_q1,diversity_dpp_dtw_q1,contiguity_q1,controllability_q1,mean_n_segments_q1,mean_avg_segment_len_q1,composition_q1,mean_conf_orig_q1,mean_conf_cf_q1,mean_conf_delta_q1,robustness_lipschitz_q1,robustness_lipschitz_dtw_q1,efficiency_time_s_q1,validity_q2,validity_soft_q2,proximity_dtw_q2,sparsity_q2,plausibility_lof_q2,plausibility_if_q2,plausibility_dtw_lof_q2,diversity_dpp_q2,diversity_dpp_dtw_q2,contiguity_q2,controllability_q2,mean_n_segments_q2,mean_avg_segment_len_q2,composition_q2,mean_conf_orig_q2,mean_conf_cf_q2,mean_conf_delta_q2,robustness_lipschitz_q2,robustness_lipschitz_dtw_q2,efficiency_time_s_q2,validity_q3,validity_soft_q3,proximity_dtw_q3,sparsity_q3,plausibility_lof_q3,plausibility_if_q3,plausibility_dtw_lof_q3,diversity_dpp_q3,diversity_dpp_dtw_q3,contiguity_q3,controllability_q3,mean_n_segments_q3,mean_avg_segment_len_q3,composition_q3,mean_conf_orig_q3,mean_conf_cf_q3,mean_conf_delta_q3,robustness_lipschitz_q3,robustness_lipschitz_dtw_q3,efficiency_time_s_q3,validity_q4,validity_soft_q4,proximity_dtw_q4,sparsity_q4,plausibility_lof_q4,plausibility_if_q4,plausibility_dtw_lof_q4,diversity_dpp_q4,diversity_dpp_dtw_q4,contiguity_q4,controllability_q4,mean_n_segments_q4,mean_avg_segment_len_q4,composition_q4,mean_conf_orig_q4,mean_conf_cf_q4,mean_conf_delta_q4,robustness_lipschitz_q4,robustness_lipschitz_dtw_q4,efficiency_time_s_q4,seed
ArrowHead,rocket,glacier_uniform,12,12,1.0,49.921650329992794,599.0598039599136,0.16666666666666666,0.009001741557678975,0.8944968842194593,0.948207171314741,0.9166666666666666,0.9166666666666666,1.0,0.03592403786650274,0.0331327589135706,0.9478751660026559,0.0,13.083333333333334,19.170887445887445,1.4652907601952185,0.6375101802384098,0.5993885967433831,-0.03812158349502664,1.0188375847848226,1.0562900008905478,49.921650329992794,0.6666666666666666,0.036006966230718696,0.8992120031700667,0.9482071713147411,1.0,1.0,1.0,0.033496160145743206,0.031060322668894417,0.949535192563081,0.0,12.666666666666666,18.892857142857142,1.4915413533834587,0.4361799117396928,0.42225695461707646,-0.013922957122616356,1.0038476343543612,1.01394092923806,50.057376625326775,0.0,0.0,0.8938282341387206,0.9402390438247012,0.6666666666666666,0.6666666666666666,1.0,0.03523385509205122,0.032813375948176376,0.9375830013280213,0.0,15.666666666666666,15.984126984126982,1.0202634245187436,0.5475598736814202,0.49549472908461883,-0.052065144596801394,1.0009437335879459,1.0305574978780285,49.96275481930934,0.0,0.0,0.8895778978187351,0.9482071713147411,1.0,1.0,1.0,0.03963134163011165,0.0367476692805661,0.949535192563081,0.0,12.666666666666666,19.13080808080808,1.5103269537480064,0.7225720813309341,0.6672019434981321,-0.055370137832801945,1.0033860953648637,0.9966800260479791,49.86431495833676,0.0,0.0,0.8953694017503149,0.9561752988047809,1.0,1.0,1.0,0.035607921120050866,0.032176864754254644,0.9548472775564409,0.0,11.333333333333334,22.675757575757576,2.000802139037433,0.8437288542015908,0.8126007597737107,-0.031128094427880226,1.0355911336247536,0.9986087407733768,49.80215491699831,0
CBF,rocket,ng_blend_dtw,12,12,1.0,2.6345952324724453,31.615142789669346,0.6666666666666666,0.2000876994285148,0.26586723529348344,1.0,1.0,1.0,1.0,0.9496037468416904,0.8158788831824506,0.9921875,0.0,1.0,128.0,128.0,0.7223930736158941,0.5079460700431873,-0.21444700357270688,1.3787228491743246,1.7725266672221205,2.6345952324724444,1.0,0.21317111846360373,0.3513399740535981,1.0,1.0,1.0,1.0,0.9491365907915637,0.8240254145167057,0.9921875,0.0,1.0,128.0,128.0,0.6234028429567852,0.449841243044591,-0.17356159991219414,0.8535526850005802,0.8794738759652709,2.3165402359639606,1.0,0.3733439416071458,0.2521179949077374,1.0,1.0,1.0,1.0,0.9450580557800172,0.7429152097283986,0.9921875,0.0,1.0,128.0,128.0,0.7057292016535656,0.5415753939441003,-0.16415380770946528,1.030318893881833,1.0751695432358968,2.266064486000687,0.6666666666666666,0.21383573764330918,0.26664285783873365,1.0,1.0,1.0,1.0,0.9492142296625579,0.8277458121910016,0.9921875,0.0,1.0,128.0,128.0,0.7467264061500453,0.4438434822264252,-0.30288292392361993,0.8754592282507846,0.9024464747151874,1.838508458264793,0.0,0.0,0.1933681143738646,1.0,1.0,1.0,1.0,0.9550326806503084,0.8744317589564505,0.9921875,0.0,1.0,128.0,128.0,0.8137138437031762,0.5965241609576374,-0.217189682745539,0.8207617271429881,0.5595417018795205,4.117267749660338,0
CBF,rocket,comte_dtw,12,12,1.0,0.060285190741221094,0.7234222888946531,1.0,0.6242794360081372,0.17546895385105124,1.0,1.0,0.75,1.0,0.9711612058146428,0.8897470281840153,0.9921875,0.0,1.0,128.0,128.0,0.7223930736158941,0.7869860281618409,0.06459295454594692,2.398707903007881,2.114271347750688,0.06028519074122111,1.0,0.5503158995671695,0.18776252136992264,1.0,1.0,1.0,1.0,0.9729062494460845,0.8897642191772178,0.9921875,0.0,1.0,128.0,128.0,0.6234028429567852,0.7869860241481569,0.16358318119137163,0.9837130014952427,0.9877479424243807,0.0604145413187022,1.0,0.618754580571477,0.1674459849624781,1.0,1.0,0.6666666666666666,1.0,0.9670641518172363,0.8795226999038406,0.9921875,0.0,1.0,128.0,128.0,0.7057292016535656,0.7869860329084316,0.081256831254866,1.5554535879763967,1.4512719056603296,0.06047380498299996,1.0,0.6460358396250205,0.16727594333961757,1.0,1.0,1.0,1.0,0.9702518282145769,0.894886804762142,0.9921875,0.0,1.0,128.0,128.0,0.7467264061500453,0.7869860230796929,0.040259616929647635,0.7636300143586712,1.058080845721855,0.060114514005059995,1.0,0.6820114242688801,0.17939136573218675,1.0,1.0,0.3333333333333333,1.0,0.9744387705758447,0.8949032599126545,0.9921875,0.0,1.0,128.0,128.0,0.8137138437031762,0.7869860325110835,-0.026727811192092887,2.398707903007881,2.367570439015038,0.06013790265812228,0
CBF,rocket,sets,12,12,1.0,0.0920488611542775,1.10458633385133,1.0,0.38860995177323004,0.22008000656936477,0.5130208333333334,1.0,0.75,1.0,0.8815072356729957,0.7391359369857092,0.9895833333333334,0.0,1.3333333333333333,52.833333333333336,39.62500000000001,0.7223930736158941,0.5309770432828149,-0.1914160303330791,1.468159742263362,1.3709221150638013,0.0920488611542775,1.0,0.36033754025345904,0.23229849566626345,0.4973958333333333,1.0,1.0,1.0,0.9217334733687726,0.8018379358831611,0.9895833333333334,0.0,1.3333333333333333,51.166666666666664,38.375,0.6234028429567852,0.5635601946358736,-0.05984264832091157,1.2558473788226976,1.2023659602255774,0.09684119431767613,1.0,0.35705980648027413,0.1952488011306139,0.6041666666666666,1.0,0.3333333333333333,1.0,0.937154885828254,0.8503678930882915,0.9895833333333334,0.0,1.3333333333333333,58.166666666666664,43.625,0.7057292016535656,0.5133558937576522,-0.19237330789591334,1.0706843354402027,1.1454468974353649,0.10795637499541044,1.0,0.4128026310467598,0.21990312611265203,0.4401041666666667,1.0,0.6666666666666666,1.0,0.8269516752515139,0.6445007094538964,0.9869791666666666,0.0,1.6666666666666667,36.666666666666664,21.999999999999996,0.7467264061500453,0.5293550317490601,-0.21737137440098517,1.3091248145445025,1.1685792008733384,0.08868402797573556,1.0,0.4242398293124321,0.23286960336792964,0.5104166666666666,1.0,1.0,1.0,0.8756454958809374,0.731243511355327,0.9921875,0.0,1.0,65.33333333333333,65.33333333333333,0.8137138437031762,0.5176370529886803,-0.29607679071449594,0.8829516877891265,1.4636813282512258,0.07471384732828786,0
CBF,rocket,tsevo_authentic,12,12,1.0,3.7429172707585763,44.91500724910291,0.9166666666666666,0.2345197427779633,0.2391554154914639,0.14388020833333334,1.0,0.75,1.0,0.9274841188977887,0.8265006385708181,0.9733072916666666,0.0,3.4166666666666665,5.479166666666667,1.603658536585366,0.7223930736158941,0.420231272668669,-0.30216180094722506,1.3535859131265617,1.6741325321450629,3.742917270758577,1.0,0.18887643435655907,0.284434003030825,0.0625,1.0,1.0,1.0,0.8821491451196726,0.7458294620292623,0.9817708333333334,0.0,2.3333333333333335,3.4444444444444446,1.4761904761904763,0.6234028429567852,0.4255465589375464,-0.19785628401923883,1.0737639303768234,1.2031762087999487,3.695086916675791,0.6666666666666666,0.1589502149286753,0.2246711728347407,0.17708333333333334,1.0,0.6666666666666666,1.0,0.9264711777856843,0.8377854433439377,0.9713541666666666,0.0,3.6666666666666665,6.055555555555556,1.6515151515151518,0.7057292016535656,0.41920141821363766,-0.28652778343992796,1.0356452121674282,1.1664595228661643,3.703923707983146,1.0,0.2683536541876144,0.2292562882974015,0.18229166666666666,1.0,0.3333333333333333,1.0,0.9580099155269052,0.8721203935992132,0.9661458333333334,0.0,4.333333333333333,6.222222222222221,1.435897435897436,0.7467264061500453,0.4093038376422868,-0.3374225685077585,1.0611067330114403,1.3087210382243204,3.811330819657693,1.0,0.3218986676390005,0.21826019780288838,0.15364583333333334,1.0,1.0,1.0,0.945109205538428,0.8562961403767771,0.9739583333333334,0.0,3.3333333333333335,6.194444444444444,1.858333333333333,0.8137138437031762,0.4268732758812039,-0.38684056782197257,1.5804035660508446,1.6849343797904268,3.761327638717679,0
CBF,rocket,glacier_uniform,12,12,1.0,24.172038819340134,290.0644658320816,0.0,0.0,0.7300985440028963,0.994140625,1.0,0.9166666666666666,1.0,0.1492544365057966,0.14858252429871133,0.986328125,0.0,1.75,90.375,51.642857142857146,0.7188597323691105,0.6665138819723215,-0.0523458503967889,1.0272188440278178,1.0556566563125738,24.172038819340134,0.0,0.0,0.7388203405382509,1.0,1.0,1.0,1.0,0.15534596239525375,0.15518457152896994,0.9921875,0.0,1.0,128.0,128.0,0.6171031541856562,0.5600165558252974,-0.05708659836035879,0.9962642424272116,0.996610917364752,24.170239722006954,0.0,0.0,0.7235482005260806,0.9921875,1.0,0.6666666666666666,1.0,0.14905831481464413,0.14868810362288662,0.984375,0.0,2.0,77.83333333333333,38.916666666666664,0.7163036060529454,0.6504832777405231,-0.06582032831242228,1.0219947456637515,1.039335722453735,24.15407144398584,0.0,0.0,0.7278562001636327,0.9947916666666666,1.0,1.0,1.0,0.15059453782075974,0.15050681624568601,0.9869791666666666,0.0,1.6666666666666667,85.0,51.0,0.7513023865411336,0.7054127812185144,-0.0458896053226191,0.999384585775406,1.0308803003968479,24.220952305671137,0.0,0.0,0.7301694347836216,0.9895833333333334,1.0,1.0,1.0,0.14231268080392612,0.1403427546686664,0.9817708333333334,0.0,2.3333333333333335,70.66666666666667,30.285714285714285,0.7907297826967065,0.7501429131049497,-0.0405868695917568,1.0034607055635383,0.9928592307755846,24.14289180569661,0
CBF,rocket,cels,12,12,1.0,24.06969093409134,288.8362912090961,0.0,0.0013687225207809721,0.5832289179539747,0.024739583333333332,1.0,0.8333333333333334,1.0,0.6493754611036677,0.5483376604628902,0.9752604166666666,0.0,3.1666666666666665,1.0,0.31578947368421056,0.7188597323691105,0.7082739655940576,-0.010585766775052926,1.0151618447855595,1.069591817899858,24.06969093409134,0.0,0.0,0.5592028397358731,0.026041666666666668,1.0,1.0,1.0,0.6492863713689033,0.5260461206663168,0.9739583333333334,0.0,3.3333333333333335,1.0,0.3,0.6171031541856562,0.6035659239175365,-0.013537230268119704,1.003229509196074,1.0058348535835504,24.028571194348235,0.0,0.002031693734680854,0.7108119664376646,0.026041666666666668,1.0,0.3333333333333333,1.0,0.7144198959102835,0.6108651225401777,0.9739583333333334,0.0,3.3333333333333335,1.0,0.3,0.7163036060529454,0.7084402615746753,-0.007863344478270085,1.012122386132173,1.0249043499078543,24.11547694467784,0.0,0.0,0.5220242170573978,0.020833333333333332,1.0,1.0,1.0,0.728796268180797,0.5707923524343833,0.9791666666666666,0.0,2.6666666666666665,1.0,0.375,0.7513023865411336,0.7354747030110468,-0.01582768353008679,1.0012768171422333,1.017336292417138,24.096176708660398,0.0,0.0034431963484419237,0.5408766485849629,0.026041666666666668,1.0,1.0,1.0,0.5260021571173089,0.4928843189197121,0.9739583333333334,0.0,3.3333333333333335,1.0,0.3,0.7907297826967065,0.7856149738729686,-0.005114808823737975,0.9992231361765095,1.009070852579576,24.038538888678886,0
Chinatown,rocket,ng_blend_dtw,12,12,1.0,0.5337719308396726,6.405263170076071,1.0,0.1916170684346582,0.007880387470258267,1.0,1.0,0.9166666666666666,1.0,0.9999766087839128,0.9999469841965801,0.9583333333333335,0.0,1.0,24.0,24.0,0.6844465196975819,0.5071705487370763,-0.17727597096050562,1.5327855296843294,1.281376876794147,0.5337719308396723,1.0,0.129321416867062,0.02271609145018315,1.0,1.0,1.0,1.0,0.9999755443380923,0.9998977407553507,0.9583333333333334,0.0,1.0,24.0,24.0,0.6069858463353479,0.522335570531714,-0.08465027580363389,1.125651904231424,1.0720925787175362,0.3083476393367164,1.0,0.17988278394467216,0.003490437844695897,1.0,1.0,1.0,1.0,0.999978879398813,0.999956213301461,0.9583333333333334,0.0,1.0,24.0,24.0,0.6793195040624601,0.500563279882212,-0.17875622418024809,0.5323696076774759,0.6824493338305975,0.44291116698877886,1.0,0.2202207502983513,0.0030792065298024247,1.0,1.0,0.6666666666666666,1.0,0.9999735218632807,0.9999613912764296,0.9583333333333334,0.0,1.0,24.0,24.0,0.7157363589323729,0.5044843913659784,-0.21125196756639433,1.372002803562579,1.273813996846191,0.6441147503404258,1.0,0.23704332262854733,0.002235814056351599,1.0,1.0,1.0,1.0,0.9999784895451428,0.9999725931399392,0.9583333333333334,0.0,1.0,24.0,24.0,0.7357443694601465,0.5012989531684006,-0.23444541629174598,0.9050860818251265,0.8139048309083711,0.7397141666927686,0
Chinatown,rocket,comte_dtw,12,12,1.0,0.01773731599193221,0.2128477919031865,1.0,0.4053656899155376,0.0019434364194964252,1.0,1.0,0.6666666666666666,1.0,0.9999907139491108,0.9999856031849031,0.9583333333333335,0.0,1.0,24.0,24.0,0.6844465196975819,0.7209191702179557,0.036472650520373816,2.225723570859824,2.1537670949550396,0.017737315991932217,1.0,0.3399871491276632,0.0021825250186585893,1.0,1.0,0.3333333333333333,1.0,0.9999913890480511,0.9999873858330223,0.9583333333333334,0.0,1.0,24.0,24.0,0.6069858463353479,0.7330013027923153,0.12601545645696735,1.6631979906292105,1.5129263543112357,0.01799733331426978,1.0,0.384402731594711,0.0021759913896308505,1.0,1.0,1.0,1.0,0.9999914273549759,0.9999828662569602,0.9583333333333334,0.0,1.0,24.0,24.0,0.6793195040624601,0.705083227532251,0.025763723469790722,0.42404305582004775,0.5519338540854586,0.017642194327587884,1.0,0.44520908319331093,0.0018307261630926546,1.0,1.0,0.3333333333333333,1.0,0.9999893459279836,0.9999855710131516,0.9583333333333334,0.0,1.0,24.0,24.0,0.7157363589323729,0.7294727242609381,0.013736365328565295,2.0461766584020973,2.059756488181032,0.01767273631412536,1.0,0.45186379574646507,0.0015845031066036071,1.0,1.0,1.0,1.0,0.9999906934668505,0.9999865896423001,0.9583333333333334,0.0,1.0,24.0,24.0,0.7357443694601465,0.7161194262863185,-0.019624943173828197,1.1052922866976451,0.9517866860980757,0.01763700001174584,0
Chinatown,rocket,sets,12,12,1.0,0.04078615274920594,0.4894338329904713,0.75,0.1757163006567052,0.004898880475048919,0.4166666666666667,1.0,0.3333333333333333,1.0,0.9992843137035846,0.9992778514949588,0.9375,0.0,1.5,7.791666666666667,5.194444444444445,0.6844465196975819,0.5564360348898174,-0.12801048480776442,1.949200259208471,1.3512712037670316,0.04078615274920594,1.0,0.1351539249759506,0.006903315807991847,0.3194444444444444,1.0,0.3333333333333333,1.0,0.9999383412630394,0.999931389768805,0.9305555555555555,0.0,1.6666666666666667,5.666666666666667,3.4,0.6069858463353479,0.5281680786406027,-0.07881776769474529,1.080246716791095,1.0912751724255934,0.032647041662130505,1.0,0.3026038687031131,0.004490082643221475,0.4305555555555556,1.0,0.3333333333333333,1.0,0.9996949901711584,0.9996917305707677,0.9444444444444445,0.0,1.3333333333333333,8.833333333333334,6.625000000000001,0.6793195040624601,0.6232843646406531,-0.056035139421807156,1.048806073902676,1.1134038222095395,0.0264441806745405,0.6666666666666666,0.15455842956203983,0.0034590946029959997,0.47222222222222215,1.0,0.3333333333333333,1.0,0.9999360974912154,0.999923560080758,0.9444444444444445,0.0,1.3333333333333333,9.333333333333334,7.000000000000001,0.7157363589323729,0.5166292412861607,-0.19910711764621217,1.7512458468804795,1.3459099299938737,0.0493863890102754,0.3333333333333333,0.11054897938571724,0.004743028845986354,0.4444444444444444,1.0,0.3333333333333333,1.0,0.9975709283909291,0.9975706057547165,0.9305555555555555,0.0,1.6666666666666667,7.333333333333333,4.3999999999999995,0.7357443694601465,0.5576624549918536,-0.17808191446829302,1.0857817802945842,1.086954052434323,0.05466699964987735,0
Chinatown,rocket,tsevo_authentic,12,12,1.0,0.8274989965915062,9.929987959098074,1.0,0.20994765035934906,0.004161354776619406,0.34375,1.0,0.75,1.0,0.9993731278853983,0.9993040778185771,0.9548611111111113,0.0,1.0833333333333333,7.833333333333333,7.230769230769231,0.6844465196975819,0.5255011306617671,-0.15894538903581476,1.51515577993765,1.5806469241931915,0.8274989965915059,1.0,0.13697968021267692,0.006287310545619048,0.2222222222222222,1.0,1.0,1.0,0.9981122621019346,0.9979865017870451,0.9583333333333334,0.0,1.0,5.333333333333333,5.333333333333333,0.6069858463353479,0.529993833877329,-0.07699201245801897,1.1169003781364155,1.1012012106818685,0.8325207640300505,1.0,0.20440845573597533,0.004517041819962806,0.4305555555555555,1.0,1.0,1.0,0.9996692169517529,0.9996602692943451,0.9583333333333334,0.0,1.0,10.333333333333334,10.333333333333334,0.6793195040624601,0.5250889516735152,-0.15423055238894492,1.0384902185826546,1.051019180043981,0.8212034166596519,1.0,0.22043872294706923,0.0033766328551745367,0.375,1.0,0.3333333333333333,1.0,0.9999046215015283,0.9998423402847917,0.9444444444444445,0.0,1.3333333333333333,7.333333333333333,5.5,0.7157363589323729,0.5047023640146965,-0.2110339949176764,1.1782700158477148,1.162977184194483,0.8297601530017952,1.0,0.27796374254167444,0.0024644338857212314,0.34722222222222227,1.0,0.6666666666666666,1.0,0.9998074865458815,0.9997283677056896,0.9583333333333334,0.0,1.0,8.333333333333334,8.333333333333334,0.7357443694601465,0.5422193730815278,-0.19352499637861886,1.0345260062251913,1.0158701381431707,0.826511652674526,0
Chinatown,rocket,cels,12,12,1.0,2.594158562758821,31.129902753105853,0.9166666666666666,0.23047326376538968,0.002861002582526719,0.2222222222222222,1.0,0.6666666666666666,1.0,0.9999801065810353,0.9999608622898298,0.7986111111111112,0.0,4.833333333333333,1.1007936507936507,0.2277504105090312,0.6844465196975819,0.568750361533111,-0.115696158164471,1.4843717111645263,1.4197338186738373,2.594158562758821,1.0,0.2040535556017671,0.003499077406356034,0.22222222222222224,1.0,1.0,1.0,0.9999777076983195,0.9999580265273724,0.7916666666666666,0.0,5.0,1.0476190476190477,0.20952380952380953,0.6069858463353479,0.5970677092664192,-0.009918137068928782,1.1540773775473858,1.1473564629991466,2.0005341533299847,1.0,0.23052641736966897,0.0032270174898938464,0.23611111111111108,1.0,0.6666666666666666,1.0,0.9999801889957317,0.9999757093425294,0.7777777777777778,0.0,5.333333333333333,1.0555555555555556,0.19791666666666669,0.6793195040624601,0.551206913307209,-0.12811259075525128,1.0878030078500904,1.3467354449198072,2.0003468056675047,1.0,0.3007776114264597,0.0022198310072358077,0.23611111111111108,1.0,0.6666666666666666,1.0,0.9999826858354052,0.9999658059167631,0.8055555555555555,0.0,4.666666666666667,1.2333333333333334,0.2642857142857143,0.7157363589323729,0.5850412524940868,-0.13069510643828597,1.4843717111645263,1.3524444176869983,2.8749045973527245,0.6666666666666666,0.18653547066366263,0.0024980844266211896,0.19444444444444445,1.0,0.3333333333333333,1.0,0.9999798438009266,0.9999439076428536,0.8194444444444443,0.0,4.333333333333333,1.0666666666666667,0.24615384615384617,0.7357443694601465,0.5416855710647285,-0.19405879839541815,1.0770388663423673,1.033857613317541,3.5008486946850703,0
Chinatown,rocket,glacier_uniform,12,12,1.0,5.316472965161665,63.797675581939984,0.3333333333333333,0.041874900750103194,0.008483727152508953,0.9965277777777778,1.0,0.4166666666666667,1.0,0.9983025921395147,0.9982595895340013,0.9548611111111113,0.0,1.0833333333333333,22.958333333333332,21.192307692307693,0.687353527604165,0.554180733281379,-0.1331727943227859,1.0365619181665398,1.0665010750655495,5.316472965161665,1.0,0.1037757211358085,0.012550850971747034,0.9861111111111112,1.0,0.3333333333333333,1.0,0.9974982377133855,0.9974982377133855,0.9444444444444445,0.0,1.3333333333333333,19.833333333333332,14.875,0.6022881485665743,0.5014875725692343,-0.10080057599733998,1.000851398451816,0.9812231379969848,3.73266318065968,0.3333333333333333,0.0637238818646041,0.006800277695889991,1.0,1.0,0.3333333333333333,1.0,0.9985248270349313,0.9984484035736151,0.9583333333333334,0.0,1.0,24.0,24.0,0.6905523062940153,0.524445998881189,-0.16610630741282628,1.0365619181665398,0.9992839033263207,5.838303610992928,0.0,0.0,0.0072843083334059,1.0,1.0,0.3333333333333333,1.0,0.9987062480484368,0.9986459618337112,0.9583333333333334,0.0,1.0,24.0,24.0,0.7171091709113809,0.5707987574974104,-0.14631041341397055,1.0097673337828261,0.9894903240387277,5.8635286106533995,0.0,0.0,0.007299471608992885,1.0,1.0,0.6666666666666666,1.0,0.9984815023263162,0.998446155535022,0.9583333333333334,0.0,1.0,24.0,24.0,0.7394644846446893,0.6199906041776823,-0.11947388046700709,1.0156099507844356,1.0392401534849782,5.831396458340653,0
ECG200,rocket,ng_blend_dtw,12,12,1.0,2.5396236006733193,30.475483208079833,0.25,0.030162375373300337,0.42250011461700926,1.0,1.0,0.9166666666666666,0.9166666666666666,0.7660955494568849,0.5509035967085428,0.9895833333333335,0.0,1.0,96.0,96.0,0.679048166157791,0.5696421561561251,-0.10940601000166594,1.1509496034783484,1.244417973353842,2.5396236006733184,0.6666666666666666,0.06665181665015062,0.6045297181287571,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7409131829931377,0.40513649132238694,0.9895833333333334,0.0,1.0,96.0,96.0,0.5693871086357591,0.5435390842646154,-0.025848024371143752,1.1509496034783484,0.9930071717462297,1.0073933193343692,0.3333333333333333,0.05399768484305071,0.38339347772272636,1.0,1.0,1.0,1.0,0.7495942011568424,0.6433967451299806,0.9895833333333334,0.0,1.0,96.0,96.0,0.6582231936134655,0.5478036575173744,-0.11041953609609108,0.7914696169107758,1.039259709994586,3.126352555351332,0.0,0.0,0.35142543776406354,1.0,1.0,1.0,1.0,0.7996242859839625,0.5679235254324962,0.9895833333333334,0.0,1.0,96.0,96.0,0.7150321522223687,0.5523915632278914,-0.16264058899447723,0.8064697296018869,0.7688864487252606,2.659271305349345,0.0,0.0,0.35065182485248986,1.0,1.0,1.0,1.0,0.7756257898782274,0.6222033569681523,0.9895833333333334,0.0,1.0,96.0,96.0,0.7735502101595708,0.6348343196146192,-0.1387158905449515,0.7010183704511929,0.891760779044843,3.365477222658228,0
ECG200,rocket,comte_dtw,12,12,1.0,0.05854402416540929,0.7025282899849115,1.0,0.3701633566009909,0.3457302197698919,1.0,1.0,0.9166666666666666,1.0,0.8650809723260692,0.6788973338172231,0.9895833333333335,0.0,1.0,96.0,96.0,0.679048166157791,0.6911151904431999,0.012067024285408845,1.3623350546680528,1.2450017231163788,0.058544024165409304,1.0,0.2861420058849848,0.36272994889453614,1.0,1.0,0.6666666666666666,1.0,0.8893290794219618,0.7389632669288768,0.9895833333333334,0.0,1.0,96.0,96.0,0.5693871086357591,0.7167548972492256,0.14736778861346647,1.3623350546680528,0.8741647898055703,0.05763138867526626,1.0,0.36048737180655815,0.3214951408629183,1.0,1.0,1.0,1.0,0.8366541500844217,0.6707830278197782,0.9895833333333334,0.0,1.0,96.0,96.0,0.6582231936134655,0.7022641781930926,0.044040984579627164,0.6355860394636115,1.0118166377881213,0.060319596998548754,1.0,0.3842569382419212,0.35895296804946253,1.0,1.0,1.0,1.0,0.8747847331530813,0.6536301084343904,0.9895833333333334,0.0,1.0,96.0,96.0,0.7150321522223687,0.6692247860195525,-0.04580736620281615,0.8505460588356605,0.6855841055303126,0.05863818066427484,1.0,0.4497671104704996,0.33974282127265026,1.0,1.0,1.0,1.0,0.8604336389339372,0.6556611440976596,0.9895833333333334,0.0,1.0,96.0,96.0,0.7735502101595708,0.6762169003109287,-0.09733330984864204,0.6409675107730936,0.8291981164127658,0.05758693032354737,0
ECG200,rocket,sets,12,12,1.0,0.059379576331897034,0.7125549159827644,0.75,0.24338666638505177,0.2962832784790618,0.8333333333333331,0.75,0.5,0.6666666666666666,0.6753451187272769,0.4508349852599907,0.9878472222222223,0.0,1.1666666666666667,72.33333333333333,61.99999999999999,0.679048166157791,0.6390511098823665,-0.03999705627542444,1.8921297710535843,1.902281872735776,0.05937957633189702,0.6666666666666666,0.09242854498785193,0.301781681535551,0.7743055555555555,1.0,0.6666666666666666,0.6666666666666666,,,0.9895833333333334,0.0,1.0,74.33333333333333,74.33333333333333,0.5693871086357591,0.5842729168131697,0.014885808177410587,1.2534853647161024,1.1709021595432767,0.047123736003413796,1.0,0.37634974776260766,0.2895026144925626,0.9131944444444445,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6948870007046846,0.3990967613894004,0.9861111111111112,0.0,1.3333333333333333,72.33333333333333,54.25,0.6582231936134655,0.7181265541491423,0.05990336053567672,1.4114838804832075,1.6657501859205903,0.05322112467062349,0.6666666666666666,0.28757614255570996,0.27825354547550424,0.8125,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5640723063019666,0.3625845450932366,0.9861111111111112,0.0,1.3333333333333333,62.666666666666664,47.0,0.7150321522223687,0.6859533803193275,-0.02907877190304124,1.9931738127324738,1.358681109869821,0.067802958326259,0.6666666666666666,0.21719223023403766,0.3155952724126293,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.785829503524737,0.6332356238442143,0.9895833333333334,0.0,1.0,80.0,80.0,0.7735502101595708,0.5678515882478273,-0.20569862191174348,0.8437316182905662,0.9960869790563802,0.06937048632729177,0
